Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11","Regional strain value, cardiac phase_12","Regional strain value, cardiac phase_13","Regional strain value, cardiac phase_14"
94,0,0.00866272929628953,-0.0440407364432863,-0.0792039461798099,-0.151294825292336,-0.104810577430092,-0.109625727489708,-0.0336929304717127,-0.071935473408231,-0.134190274139875,-0.113552592786595,0.00145481924399982,0.100112136458157,-0.00025320358081693
95,0,-0.00315055665418762,-0.049633559097253,-0.0921479234214637,-0.133292707496435,-0.113843571490156,-0.128566622756562,-0.0485207299535163,-0.0736796594623257,-0.141196094686763,-0.118713727869425,-0.0350564026207477,0.0652776622277542,-0.0140301791507953
96,0,0.0404294046929021,0.000462968613244019,-0.0186651991000784,-0.103648196113161,-0.072898663383496,-0.091651085204832,-0.0155010263266392,-0.0579539129484328,-0.121915361288077,-0.106831277647343,-0.0208374895412429,0.0954909809163558,0.0049260464151637
97,0,0.0544189230369543,0.0199667253061515,0.00828667252689352,-0.0786075715447064,-0.0603326806614445,-0.0804999509657504,-0.0122264582568724,-0.057201633907876,-0.111097189776606,-0.0985442610297409,-0.0255822810075893,0.0927530098158964,0.0105565345729406
98,0,0.0525958012670451,0.0200225802535272,0.00604884896241198,-0.0707613842935254,-0.0602491438806766,-0.0788664000236527,-0.0151188755467361,-0.0605963090493286,-0.104702352569689,-0.0915158245064205,-0.0207831102420244,0.0880022088079737,0.0165818264451878
99,0,0.0503469231055804,0.0194840009340094,0.00278105379810634,-0.0637428363686089,-0.0612388531724999,-0.0784675145617432,-0.0189151359496732,-0.0644758216475196,-0.0992817301521868,-0.085388761810507,-0.0176286748592605,0.0815474795225242,0.0217389828592465
100,0,0.0476651593822457,0.0183484672227159,-0.00151516135621954,-0.0576383900690753,-0.0633428936644098,-0.0793714505570706,-0.0236495784941791,-0.0688558691369499,-0.0948874500186307,-0.0802676876441041,-0.0161587192637184,0.0733999645310994,0.0259654621066252
101,0,0.0461792487187309,0.00233074068359262,0.0194009422217161,-0.0619343299488313,-0.054064558806096,-0.0678082908687705,-0.0190119828775458,-0.054982010053322,-0.0958567652962568,-0.0722598011305327,-0.0173820616858734,0.0737895781315674,0.0286771650282505
102,0,0.0381689162397421,-0.00351478327662724,0.0103489613290813,-0.062046384035521,-0.0603527700916479,-0.0730224184175434,-0.0261444636683759,-0.059336640854957,-0.091994246857628,-0.0683931809008118,-0.0149646776715702,0.0635359890128409,0.0325262501384824
103,0,0.0224223218660538,-0.0138991251412977,-0.0435451088224742,-0.111838478806542,-0.0972673770904814,-0.109869637766688,-0.0346342449058464,-0.0681520019196525,-0.126857085816339,-0.108367576505042,-0.0474445767432069,0.0643418685085828,-0.0120899855569858
104,0,-9.36921609553387e-05,-0.0547639106635992,-0.0755977640605998,-0.133907944447122,-0.104470205288354,-0.119866833873667,-0.0300119456949203,-0.061717637579154,-0.140925319250404,-0.107485038401512,-0.058420216395588,0.0458747948574809,-0.00899234271652927
105,0,0.0425540399873845,0.00336258057229366,-0.0135026851976713,-0.105619494686708,-0.0842003630547026,-0.0937218551407047,-0.0266960338773434,-0.0701653798416787,-0.120547007240252,-0.104850910438592,-0.0382240176460561,0.0804287835423401,-0.00421579271064332
106,0,0.0565135260342422,0.0165341626570463,0.00346447583956144,-0.0954248217861811,-0.0711989547488973,-0.0820048999611419,-0.0191065818251651,-0.072210909064316,-0.114962590300643,-0.102348237577198,-0.0372197301024099,0.0841190086699777,0.00795954231274232
107,0,0.0546408001093015,0.0165155837300182,0.00134208270174874,-0.087046463684882,-0.0708417917802756,-0.0806918804948423,-0.0222750228591796,-0.0753958301432731,-0.108834073752763,-0.0956325022131576,-0.031886136393133,0.079633894587966,0.0137470456560573
108,0,0.0523430495964412,0.0159157879525802,-0.00180816208484957,-0.079464876397237,-0.0715414318244448,-0.080595474851293,-0.0263378402306562,-0.0790367870509053,-0.103676038861487,-0.0898213733024918,-0.0282100491854076,0.073454985167724,0.0186709463277326
109,0,0.0496132853110365,0.0147324666276041,-0.00598523011976304,-0.0727700087080659,-0.0733398516497323,-0.0817825371794891,-0.03132696315796,-0.0831505994221033,-0.0995391947947016,-0.0850166857453811,-0.0262307818409626,0.0655944101035499,0.0226695175912728
110,0,0.0471462560324354,-0.00243189269810418,0.0146876985564446,-0.0775147653224237,-0.0650800387151508,-0.0715207458369852,-0.025824641470866,-0.0684118839177817,-0.100388267975402,-0.0772368758530618,-0.0263083527981478,0.066457350510297,0.0242108967453003
111,0,0.032903471661321,-0.0135087691800958,-0.0108690158272544,-0.0906969361521551,-0.0743554843538886,-0.0781667214341322,-0.023761054706634,-0.0708788551901702,-0.0915778306697101,-0.0721110408551333,-0.0134021781866259,0.0569618611868019,0.0335753609051983
112,0,0.00290885354822379,-0.0415318399387974,-0.0858280665264203,-0.133588707947267,-0.116240012069638,-0.115385212156334,-0.0449434267075826,-0.0840946505158593,-0.133658906311512,-0.108050835548612,-0.0551462303636128,0.0472980171429189,-0.0112889656972308
113,0,0.033400370981455,-0.0126337804543676,-0.0455756428148058,-0.123763636471557,-0.100408782038537,-0.099885824531223,-0.0391951150691312,-0.092909371397856,-0.129950687409904,-0.11253005789107,-0.0485353232725687,0.0678953545703458,-0.00585995426978037
114,0,0.050927307130068,0.011044224075383,-0.0102145065135315,-0.0851730442741514,-0.0820949824546297,-0.0834073124235883,-0.0386988528117214,-0.0957159463700964,-0.102563793203707,-0.0882300889676735,-0.0343125363935322,0.0580085706096398,0.0201211225630107
115,0,0.0433997920106526,-0.00335721886251494,-0.0154576590211845,-0.0975045613280898,-0.0840100783642225,-0.0817429974041163,-0.0339765603423765,-0.0896336716694861,-0.0988537250583,-0.0827346127085827,-0.0241181847334304,0.0565318746223527,0.0232789921536523
116,0,0.035821660019423,-0.0169355704729017,-0.0188062915741591,-0.109564919622894,-0.0838896892170189,-0.0793604825421163,-0.0244180690644967,-0.0816813294003265,-0.0949948244059513,-0.0778663108198788,-0.0207939355812127,0.0519033522850605,0.029004492962009
117,0,0.0336316039249154,-0.0147019215378306,-0.0135860956993323,-0.0899903956552494,-0.0854848156806555,-0.0853283315691262,-0.0416034658756046,-0.0885146166152599,-0.0968456641635219,-0.0768797269335668,-0.0319834544551184,0.0374060889529015,0.0285620449980388
118,0,-0.00185845439222565,-0.0543299067663713,-0.123001675162179,-0.155748085464355,-0.137166968497009,-0.117909144923735,-0.0633838518723837,-0.115427990633625,-0.142541954666554,-0.119496889002215,-0.0615329525947771,0.0434673622678379,-0.0150559252891084
119,0,0.0497798734189849,0.00433513368744953,-0.020846636128105,-0.0971424145489884,-0.0961211019774486,-0.0883040551080585,-0.052878760751861,-0.113745902448753,-0.104689088869064,-0.0904301743263922,-0.0446904846033541,0.0405493587322416,0.0175029263690964
120,0,0.0450785820053479,-0.0143938724721365,9.53994920438461e-05,-0.102078981627301,-0.0891956605418128,-0.0790931829383009,-0.0454237671998976,-0.0962915474465728,-0.10553514952506,-0.0840054694860745,-0.0448680898038699,0.0414991892712764,0.0165980480922783
121,0,0.0237327441420769,-0.0309163974604878,-0.029555654965989,-0.111989612752469,-0.102861659655312,-0.0881302094740697,-0.0416712874860347,-0.0891071604094117,-0.0985970959099373,-0.0773365699623445,-0.0338650641168915,0.026861234884805,0.0238441107058998
122,0,0.00185772560349196,-0.0568686819754598,-0.125311419513822,-0.167367004198615,-0.142344825576376,-0.110873238867944,-0.0647506060683609,-0.124300861960717,-0.142407040622662,-0.119500898862694,-0.0704211605995627,0.0374696540901758,-0.017020111282946
123,0,0.0510843050439775,-0.00060607997745965,-0.0260303293273945,-0.112445979120523,-0.106115710586167,-0.089567755726609,-0.0603790582135389,-0.125405347817548,-0.10796959745356,-0.0944213799574446,-0.0536190767535339,0.0326553398042626,0.0128232905731023
124,0,0.0423311766481229,-0.0145409585777166,-0.0294175058149659,-0.11929149031492,-0.1062044946652,-0.0877774656346272,-0.0539875029495255,-0.115647089314241,-0.104431329032271,-0.0892983621145007,-0.0431501738183239,0.030773443091725,0.0140931586401818
125,0,0.0339898080748287,-0.0281140000251073,-0.0308000183014767,-0.128875170625797,-0.105493593454914,-0.0850169922855991,-0.0428959404547655,-0.105193794186609,-0.101617975543825,-0.0858501174961472,-0.0391041951007762,0.0261550541069759,0.0171106145443578
126,0,0.0141814228576429,-0.0514138364600157,-0.0369980692774156,-0.139475146331623,-0.106352319719816,-0.0819725092849818,-0.0212473514971464,-0.0829657920338522,-0.100502148019584,-0.0797223869844568,-0.034353323022563,0.0208560449753925,0.023829928584332
127,0,0.0284674400741443,-0.0359255943115618,-0.0816920578846756,-0.172377028026383,-0.134920841736451,-0.0971357221216802,-0.0577534209229704,-0.128840803662898,-0.136844687594655,-0.118243367183176,-0.0775395530222657,0.0400875623289891,-0.0176162912030303
128,0,0.00523914234964606,-0.0598477705675764,-0.127922287263166,-0.179122421366428,-0.147589260761387,-0.103591818926999,-0.0661047954058553,-0.132493387977823,-0.141723937181823,-0.119252040996742,-0.0784783755939498,0.0311115333004404,-0.0196384262699322
129,0,0.0516481237944617,-0.00545955744039606,-0.0309176736412535,-0.124540873925656,-0.114771195509863,-0.090566556003164,-0.067664695526986,-0.135151839504764,-0.109952966718705,-0.097209678686233,-0.0606103950865928,0.0248843571395503,0.00887788885764418
130,0,0.0484042105504869,-0.00824507118985662,-0.0370809741523356,-0.120563586307082,-0.118690891221501,-0.0954120546403912,-0.0753317009391039,-0.140000560575266,-0.109825095292737,-0.096919850250864,-0.0620111782787806,0.0149239926768199,0.00887042927491621
131,0,0.0392198122590057,-0.0218160633656866,-0.0397539836344214,-0.126385353081661,-0.11870951885058,-0.0938510951118027,-0.0680994873007453,-0.128772813881128,-0.107119803597635,-0.0930540385863191,-0.0531490726134477,0.0122107350909622,0.00815945311097632
132,0,0.0304861003906642,-0.0351860365441544,-0.0400907208833228,-0.135188796990353,-0.118003053057235,-0.0911599225919089,-0.0563528449821666,-0.117076917242194,-0.105025330663937,-0.0909036298172842,-0.0492377134863133,0.00743749517392156,0.00931391115578051
133,0,0.00987856499204298,-0.0577271803287289,-0.0461986366461532,-0.149969717192741,-0.116849495632736,-0.087948548858038,-0.0333292214448084,-0.0942571159360694,-0.101396929598423,-0.0863817971951027,-0.0394514327900702,0.00231159706794659,0.0143177111980666
134,0,0.0361167303934249,-0.0340408208203661,-0.0739621112197496,-0.184173916168138,-0.138436944253599,-0.0899888802765936,-0.0582913365405769,-0.135641824674778,-0.134764034789886,-0.117957478817791,-0.0853261378946171,0.0350920447069345,-0.019253533233664
135,0,0.0082045855031232,-0.0632454317757225,-0.13079242255327,-0.190884669297438,-0.152841327472227,-0.0960883910073971,-0.0673996436009752,-0.139884078764155,-0.140499671234122,-0.118739626853079,-0.0856055573070017,0.0244557267134387,-0.0229372184725096
136,0,0.0631748622003627,-0.00800138740255374,-0.0248914630451776,-0.185754101268454,-0.128605408631524,-0.0807584109082311,-0.0509851284133958,-0.134437129121926,-0.126230729819474,-0.115386811698489,-0.0914915149575586,0.0384655984038182,-0.0120547669930887
137,0,0.0486150476722429,-0.0134077618885947,-0.0420924545765222,-0.132044346012279,-0.127033753241202,-0.0964871949212807,-0.0825999218635888,-0.148446357338271,-0.111697780640621,-0.0998547890556217,-0.0685001387235533,0.00725934700631159,0.00428162370148111
138,0,0.0449584266091709,-0.016629650240723,-0.0489179658543969,-0.12830984899891,-0.131404005403644,-0.102651229911504,-0.0911386433926866,-0.153340977202109,-0.112801478147877,-0.100978060133543,-0.0709704171158284,-0.00352025161187819,0.0030789351225704
139,0,0.0353945210210671,-0.0296578544917382,-0.0508924714460932,-0.133051508079292,-0.131262963806936,-0.10120176209328,-0.0829584557211235,-0.140716128166254,-0.110972039795749,-0.0983649080863502,-0.0636382647403935,-0.00681598365744396,0.000481311940936813
140,0,0.0263513293280604,-0.0426354440373697,-0.0502304589882396,-0.141007378158557,-0.130495614522181,-0.0985081251000663,-0.0705515518328365,-0.127847088866114,-0.10960515956571,-0.0975234892476062,-0.0598538586615777,-0.0115743198801853,-0.000136302186672488
141,0,0.00996798289933776,-0.0634297933707811,-0.0436400835110049,-0.155826894587931,-0.124906728975624,-0.0909413061955908,-0.0438550652070752,-0.103469796654573,-0.107464244621319,-0.096597923888822,-0.05551231457393,-0.0182680045034781,0.00223455941030148
142,0,0.0279900311716859,-0.0345546791397943,-0.0705706733025933,-0.18535693435409,-0.1400353308356,-0.083253330717194,-0.0484451428355478,-0.116900757052736,-0.120475989346678,-0.099529615930537,-0.0801576285775026,0.0276359875050225,-0.0150530987464546
143,0,0.0174431671838633,-0.0539792327282669,-0.106666986870904,-0.199181702821792,-0.149086480238019,-0.0845948175220762,-0.0563637395059836,-0.13196792495629,-0.131299444722678,-0.110441750168812,-0.0918084700427074,0.018265479884735,-0.0194096919024745
144,0,0.044793329087099,-0.0220150797583456,-0.0539826169845279,-0.139057470614655,-0.13932117950181,-0.103775640318294,-0.0982694791209024,-0.160404301181915,-0.114573267592558,-0.104052000818754,-0.0769185541996004,-0.0109757340090014,-0.00213470348601619
145,0,0.0407532025350825,-0.0256001350657642,-0.0614092458574452,-0.135566439686308,-0.144064067533489,-0.111189835895218,-0.107600654347614,-0.165332684985353,-0.116903581284528,-0.106604471155332,-0.0804421689999527,-0.0224293503844194,-0.00452785655110466
146,0,0.0308711995947242,-0.0379095580592197,-0.0627113577374362,-0.139189204332279,-0.143670103284227,-0.109729333670024,-0.0983653459036918,-0.15140205422729,-0.115976166137397,-0.105210455882066,-0.0745472745138316,-0.0260410412189055,-0.00889208626415738
147,0,0.0216078466016556,-0.0503090868381458,-0.0611129133292049,-0.146249068326224,-0.142772311075922,-0.106968571084109,-0.0852998790640476,-0.137442264417509,-0.115329567122928,-0.105667863915454,-0.0708912891941214,-0.0306098393508132,-0.0111626893902044
148,0,0.0073512248563945,-0.0717904394327465,-0.0404327907489527,-0.15497430390458,-0.137229735317345,-0.0984094564835412,-0.0691353201248904,-0.113556160575218,-0.118018194931738,-0.106558153109577,-0.0761827287073362,-0.0320269774800214,-0.00862736043745138
149,0,0.0168791582952235,-0.0497294821465974,-0.0917108012238299,-0.200454748415632,-0.152059315156537,-0.0781817921502225,-0.052975785986719,-0.119584760214186,-0.117251784113205,-0.093925137636055,-0.0791762932280623,0.0201454125897131,-0.0200066761394417
150,0,0.0405702595670578,-0.031598590856864,-0.0664132952575571,-0.148159392589818,-0.152026155004525,-0.111257020701915,-0.113783156428999,-0.171327701134697,-0.118858277591463,-0.110028068672704,-0.086350719083629,-0.0288607050925171,-0.0113731468712243
151,0,0.0358071140557319,-0.0349840968716014,-0.0744091506263015,-0.14221888454396,-0.156465888186128,-0.120889347762787,-0.124499491450814,-0.175905387446716,-0.122118328580577,-0.113768934531679,-0.0903526010750991,-0.0415215224603211,-0.0139054013785167
152,0,0.0260102092089163,-0.0527877138180995,-0.0530206940426279,-0.145250899320585,-0.151475635600999,-0.111070009179318,-0.109825385454124,-0.149700035142544,-0.123457509061957,-0.112241470429342,-0.0916080029256969,-0.037383792255638,-0.0180688739360941
153,0,0.0071303370229594,-0.0673655145585337,-0.066773426902921,-0.154632447375827,-0.152337094026968,-0.111224325760559,-0.0908386990604075,-0.131912544959113,-0.122509082452588,-0.112929657475362,-0.0797382028875734,-0.044819989678458,-0.0250718274612478
154,0,0.0128970046994881,-0.0761487570604247,-0.138414889278556,-0.218425064355117,-0.166809736357463,-0.0728842445294912,-0.0729333843048304,-0.156899318007997,-0.131353747641836,-0.111196877684271,-0.0893932245511193,0.00679124638071382,-0.0358198703317382
155,0,0.0398708914481025,-0.0377879238624759,-0.0713019435274301,-0.160210774125519,-0.159583484116201,-0.110780345070176,-0.119318778749703,-0.175855661666806,-0.120321872664907,-0.113010715738616,-0.0916060136307737,-0.0350310197279949,-0.0186110491285338
156,0,0.0352135108628227,-0.0410146249277062,-0.0791627892159387,-0.15366097446429,-0.163542304755576,-0.120649412103208,-0.130107172789481,-0.180259691818249,-0.123820587191284,-0.117078194232405,-0.0953450041449132,-0.0472656359663917,-0.0212761094013665
157,0,0.0250894958029997,-0.0514207497126997,-0.0792863866813277,-0.154074512157325,-0.162059341319781,-0.118819273984365,-0.119071797548331,-0.164726044029826,-0.124558948021989,-0.117476459082936,-0.0913704585443788,-0.0506046833189513,-0.0279167239872103
158,0,0.015613288863211,-0.0619365746963544,-0.0760952611283567,-0.157810003122655,-0.159907524224356,-0.115446500461126,-0.104649207403096,-0.149212946500113,-0.125086359222063,-0.119591198210546,-0.087807777607377,-0.0542926324733912,-0.0322128109412286
159,0,0.00211170896211899,-0.0783404540645702,-0.0612011186522702,-0.157748424314028,-0.161828553521968,-0.117753455843155,-0.109365323129506,-0.13583757694826,-0.13231734648793,-0.124133880262864,-0.0992234695895488,-0.0551343255327059,-0.0288524319836487
160,0,0.01778508010902,-0.0548939597593624,-0.0948343138019049,-0.21146726048789,-0.159515223820682,-0.0681422308653818,-0.0534994228106812,-0.124490385470554,-0.109957288055341,-0.0874152366458404,-0.0792019221043286,0.00900559847896742,-0.0212963281097128
161,0,0.0172978642947199,-0.0686580334667251,-0.116829628411737,-0.226407218656707,-0.164247571369211,-0.0652547031422493,-0.0618805496853716,-0.144953738932051,-0.121321663632301,-0.101977193081029,-0.0918547430887371,0.00234750307364506,-0.0302050818591255
162,0,0.0386033632146774,-0.0441240305855976,-0.0760138353545654,-0.171585937063795,-0.166668853490676,-0.10975818080695,-0.124153923111458,-0.178845308735154,-0.121324774418523,-0.11554556699279,-0.0961672086051616,-0.040885575832677,-0.0262413611171163
163,0,0.0340743755103583,-0.0471728392257879,-0.0837446478202314,-0.164456602167052,-0.170149186766573,-0.119860967798175,-0.135005251301155,-0.183107755452032,-0.125054593172403,-0.119937181026748,-0.0996705905671181,-0.0526889825849158,-0.0290283747490585
164,0,0.0291474088258523,-0.0505595920241445,-0.0921954567756417,-0.15834614025482,-0.174482611006878,-0.130971135010479,-0.14652114819383,-0.18770139330457,-0.129858440962523,-0.125548562588668,-0.104692315344094,-0.0654381982594242,-0.0328408868757492
165,0,0.0183114034772252,-0.0659384993887,-0.0709381582574276,-0.15957606961503,-0.170179988922333,-0.121695931740942,-0.129351098232573,-0.159175877913894,-0.131957939831306,-0.126214546450037,-0.105549190128289,-0.0587655452954298,-0.0372438395837907
166,0,-0.000797655060209235,-0.0850362673008298,-0.0575712509785665,-0.165444072995685,-0.168651110128302,-0.115600522523874,-0.112786221681149,-0.131561884077217,-0.136570995310031,-0.12934653682302,-0.106733631191531,-0.0533118764036647,-0.0379561323457115
167,0,0.0088968011764714,-0.0600653243494839,-0.0737175865047029,-0.224350491377567,-0.163808666314006,-0.0639915626399205,-0.0406048421294056,-0.0975773785062185,-0.101055628045391,-0.072085362885738,-0.0733608693965323,0.0122603198864262,-0.0160854899807863
168,0,0.0407063012491748,-0.0480396509658781,-0.0736376195021815,-0.190770830480536,-0.171045603395798,-0.0988765626223101,-0.11799309891148,-0.176409034497109,-0.118996531428559,-0.114070774591614,-0.0982693116313168,-0.0360420843984611,-0.0323480505472333
169,0,0.0367208049665217,-0.0505603488609788,-0.0804908907745376,-0.182155300881668,-0.173219843426551,-0.108195449858897,-0.128245338964446,-0.180243249030353,-0.121903031254655,-0.117629094929607,-0.100010976739959,-0.0463744023733158,-0.034262531027429
170,0,0.0323430787271461,-0.0534125384633549,-0.0880976026917216,-0.174480451507984,-0.176227896881474,-0.118526177077256,-0.13915075993028,-0.184395429229169,-0.125853965021555,-0.122340489234836,-0.103307976879383,-0.0577426276359464,-0.0371606354083269
171,0,0.027575301399672,-0.0565811506214213,-0.0964052170868118,-0.167794541258347,-0.180046986867423,-0.129818949445891,-0.150678693379722,-0.188864648778881,-0.130857579801294,-0.128232548664813,-0.108104396981676,-0.0700154802547254,-0.0410609533520666
172,0,0.016553484722037,-0.0705301150095247,-0.0751100773598836,-0.167662875490242,-0.176113708794344,-0.121687903845414,-0.133169682236549,-0.16023744638422,-0.133866302437195,-0.130349688732545,-0.109095640298307,-0.0626307443956622,-0.0458136590472911
