Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11","Regional strain value, cardiac phase_12","Regional strain value, cardiac phase_13"
113,0,-0.073924057358697,0.00867660814945737,-0.102234139217757,-0.175992168611784,-0.189119666492502,-0.257601869060214,-0.172902118902754,-0.173137731807268,-0.11746709020019,-0.0651884529654487,-0.0612049311963905,-0.0684976434271783
114,0,-0.0871993461938545,-0.00734701051276776,-0.127166490618189,-0.196720628082558,-0.19982044955476,-0.246732786987238,-0.170225548716742,-0.172950566425988,-0.129394914372761,-0.102835372645296,-0.097852552193882,-0.0845466648810858
115,0,-0.101877634003088,-0.0263176768823415,-0.157739714953598,-0.220269102773481,-0.212985933222541,-0.238379686352848,-0.170290195262097,-0.172941944081298,-0.145336911635742,-0.142850067251708,-0.135707058838322,-0.0999940476627118
116,0,-0.0996262364941263,-0.0263520317941629,-0.161892570031799,-0.218505764023854,-0.199096533858611,-0.228014262847062,-0.149362390687788,-0.174841469064291,-0.153454611737776,-0.163182728167758,-0.147654592493163,-0.105005369238869
117,0,-0.0229174914492186,-0.044789750697441,-0.123096526550311,-0.137586128146842,-0.163341261334436,-0.216822622932533,-0.191130099665441,-0.0621385588318433,-0.107139669463714,0.0188063318014107,-0.0120199683265138,-0.021882924151448
118,0,-0.103664520356029,-0.0114730612607569,-0.13919191232664,-0.205333566970407,-0.194273133193282,-0.233723981514656,-0.152076987524879,-0.177991567351802,-0.139786929859979,-0.130449993007735,-0.122690988840567,-0.106016007602603
119,0,-0.118265181092409,-0.0294684111206661,-0.167191520602134,-0.226111975502715,-0.206654317245025,-0.228598563544385,-0.155183879045334,-0.180684285313402,-0.154250990456873,-0.163436417258672,-0.153662712011032,-0.122679503133593
120,0,-0.118003938144031,-0.0035307813838743,-0.221399480997676,-0.237123448953651,-0.240518170440023,-0.247674387413775,-0.164547635753376,-0.22829126290747,-0.152009817011591,-0.17886987235336,-0.161496567717403,-0.110034055714805
121,0,-0.0251420656346876,-0.0427460962813636,-0.129663980661395,-0.142136521093261,-0.171119940688377,-0.216683212236656,-0.193968278314054,-0.0773518857636551,-0.116861857385195,-0.00793404298616396,-0.0298723885135919,-0.0394305911550246
122,0,-0.124087432007459,0.00883535671430269,-0.187191098293984,-0.215621284038996,-0.217071850607457,-0.242958435504761,-0.151218312454631,-0.222921067196284,-0.148249759030651,-0.147754227447087,-0.14076751636368,-0.117070459986541
123,0,-0.114292983623863,0.007247296215946,-0.22788149810507,-0.233787680590413,-0.247322096655177,-0.254668231447322,-0.165351714672961,-0.248339170753285,-0.128988276532469,-0.165248468235872,-0.152283147139224,-0.108958184376371
124,0,-0.0306457692169669,-0.0422994965487722,-0.130014767006734,-0.150730359709932,-0.180440293855533,-0.220872357474781,-0.198945030810374,-0.093940020875056,-0.127333485651712,-0.0383147428782655,-0.0480382028852594,-0.0613027249129633
125,0,-0.0942154798992612,-0.00877505626541841,-0.187654200649948,-0.227288409248141,-0.23263654246949,-0.244048921062979,-0.158325123288821,-0.207945923910789,-0.0885193356696728,-0.134082965428621,-0.13283687844275,-0.108491283710681
126,0,-0.0480361535315754,-0.0449544860192177,-0.1322839563988,-0.167350082939615,-0.210026866252966,-0.249334651607455,-0.208896360475756,-0.11363115289234,-0.121871966023997,-0.039599023772437,-0.0415650770165533,-0.0703614110652195
127,0,-0.0936707668914298,-0.013418606606183,-0.182899105026788,-0.220955299567056,-0.226664579069486,-0.242883998706247,-0.155258808329398,-0.204869857989373,-0.088088441939816,-0.128901284638422,-0.126755221343051,-0.112619927711584
128,0,-0.050899205220921,-0.050159170836407,-0.128326679153644,-0.172545557627009,-0.210379306534432,-0.243669921715859,-0.204936416643786,-0.11492460607794,-0.132743347130655,-0.0511007539567209,-0.0481717458132311,-0.0855760083115672
129,0,-0.100553078447866,-0.0199515037789378,-0.177918565985162,-0.221180859868959,-0.228239987029974,-0.242968837603383,-0.159561622633239,-0.202581674862534,-0.0978649991412665,-0.128877364209325,-0.125244220407882,-0.124879561235832
130,0,-0.0430786569557384,-0.0501423046990859,-0.116904426485047,-0.169552366008017,-0.198633463790618,-0.228921373198632,-0.195349430962609,-0.110594561767579,-0.142791318677087,-0.0574387627667576,-0.049004451902442,-0.0935274696984474
131,0,-0.104454756668647,-0.0266346545873289,-0.172293121993021,-0.215125729690054,-0.229118356645704,-0.24223591199358,-0.1653226633923,-0.197232716360721,-0.109514462197189,-0.121367096363597,-0.115889228518065,-0.131590106897568
132,0,-0.0302709700289289,-0.0432101236051514,-0.0996995105248263,-0.160521155718655,-0.166359072070951,-0.209127444125259,-0.180989647278876,-0.102133577630198,-0.157435243267606,-0.064367971467347,-0.0538320903424073,-0.0931233950214124
133,0,-0.095795974521684,-0.0395399948673647,-0.169737619654275,-0.21503246336044,-0.215774058009066,-0.23135608878403,-0.184831911123564,-0.190023533551413,-0.126106236492312,-0.15822248072759,-0.13940288302832,-0.146504544962959
134,0,-0.0526808964162264,-0.0531335886334463,-0.111016181016416,-0.17741745182146,-0.176635466212074,-0.233831483892789,-0.162005190065881,-0.103389552459755,-0.148395534468449,-0.0343298426524252,-0.0316117985758448,-0.0712329093254815
135,0,-0.114443150460047,-0.0449584475988904,-0.160316661685821,-0.211030835010357,-0.231108909056238,-0.238030760764865,-0.172800276638924,-0.196560084008656,-0.129514160662583,-0.114618004862298,-0.107157224011518,-0.154333182732697
136,0,-0.0800634307195953,-0.0713369260628924,-0.124189728840079,-0.19166206334059,-0.1811746979781,-0.241716437804923,-0.139911509030815,-0.114519486062121,-0.142971605420092,-0.0400466327843261,-0.0373940803323783,-0.0816775608777035
137,0,-0.131813845822137,-0.0523246681341379,-0.162375942474589,-0.206861895574781,-0.250088329410371,-0.254493640558319,-0.163227874764088,-0.217477036895133,-0.133148101790553,-0.0709985391375528,-0.0779787650922406,-0.150563474318273
138,0,-0.114568354428586,-0.086840198772981,-0.14225355667948,-0.194565261817972,-0.207572441838302,-0.262377134727269,-0.137829390810063,-0.148681040667707,-0.139622350991226,-0.0258161493745884,-0.0296319293882462,-0.0950723411628683
139,0,-0.144062508079337,-0.0925082489191377,-0.162456149330714,-0.193694846616984,-0.23087622126844,-0.278628244992757,-0.129189030542915,-0.176852703462024,-0.131466291737334,-0.00159616450554789,-0.0125975422397716,-0.096573648943503
140,0,-0.160329947130772,-0.0972704186496921,-0.173285262852093,-0.199840704837398,-0.231050570008603,-0.273854202504692,-0.111478415433644,-0.18704067501928,-0.127061492569136,-0.0114678341162515,-0.0244348375286402,-0.108673405736028
141,0,-0.160313772925812,-0.0841590584371441,-0.177892389279892,-0.206238760968295,-0.251623397333567,-0.271510760373443,-0.127089171622922,-0.216428949727055,-0.129021400770912,-0.025090823627323,-0.0408938574989903,-0.127841590876021
142,0,-0.0498077720883172,-0.0739550392155301,-0.149735409487229,-0.183855648016528,-0.243965513201859,-0.277778695913419,-0.229763435439888,-0.162850483533081,-0.063226086242284,-0.0246633614708934,-0.0748473460240699,-0.0207800732924223
143,0,-0.0495244662829986,-0.075947866769457,-0.134469672826478,-0.185685403664018,-0.276917546801834,-0.308681805813398,-0.264586161898915,-0.187968611939212,-0.0426841759599929,-0.0257043388508779,-0.0776822254270157,-0.0109711000592277
144,0,-0.0397456600182239,-0.0636453932180059,-0.119963368830581,-0.174154443886033,-0.259713771428361,-0.318842793705646,-0.279646786925627,-0.197881419123241,-0.0461223020463551,-0.00980933687119379,-0.0557828485429922,-0.0170031962110888
145,0,-0.0541022379401447,-0.0618107249956513,-0.133919650954277,-0.193304872506671,-0.259589384152241,-0.291637279691418,-0.245464659068415,-0.168133706784074,-0.0710674017269571,-0.041891928840519,-0.0809827885202278,-0.0210857984825487
146,0,-0.0477938475591824,-0.069731911429082,-0.131159624255816,-0.1677649247875,-0.27926633774757,-0.336908753661501,-0.307387302749702,-0.206894486385545,-0.0560712937901474,-0.0042088032062374,-0.0552528720235765,-0.0203164445964489
147,0,-0.0434413559968369,-0.0717392971669752,-0.142691306758673,-0.161773556760325,-0.27914912216359,-0.344455345946396,-0.313442119641127,-0.221647624739509,-0.0681728268527826,-0.0114520896804405,-0.0586781353492,-0.0302613993932282
148,0,-0.0521356184651049,-0.0480254389407028,-0.115526889625056,-0.189811853558658,-0.250151636252347,-0.297387330398463,-0.249838605968571,-0.178259331464899,-0.0702203536650504,-0.0459456833915981,-0.0731401403127385,-0.0265795163898237
149,0,-0.0633788146252228,-0.0530030644172714,-0.143575622506186,-0.202234089946385,-0.253855434864527,-0.279763579097859,-0.228123404367866,-0.164136824261056,-0.0875669342832642,-0.0648986591687373,-0.0925790686618032,-0.0316295350910795
150,0,-0.0556908099283344,-0.0583717915415861,-0.144036340099117,-0.20418231691092,-0.258289751248222,-0.280532557279513,-0.222737207977392,-0.162785051898606,-0.0745671516930794,-0.0580732638672449,-0.0911844473614123,-0.021167050834953
151,0,-0.0559814027077347,-0.0492209180437011,-0.135411965751291,-0.207687952883485,-0.238514246798692,-0.266382368616139,-0.206603104560484,-0.158023252721816,-0.088083038189449,-0.0797414887938408,-0.0980578831483189,-0.0336290968932427
152,0,-0.0429543320281243,-0.0740638446768815,-0.157174501136231,-0.161912207473198,-0.278476158622509,-0.343828587597962,-0.306240546385541,-0.215970703867964,-0.0853279066974506,-0.0207431273564558,-0.0666359416843365,-0.0374083569204424
153,0,-0.0551249252668065,-0.0384409552309978,-0.115518020253626,-0.202729490033766,-0.22436287289076,-0.266260421611691,-0.20361710720902,-0.162462879294234,-0.0876302806232724,-0.0827147310290021,-0.0916097772382582,-0.0411941679241469
154,0,-0.0686595196764141,-0.0436820961499447,-0.14913201268506,-0.216529825549515,-0.235212225974773,-0.257042124431224,-0.192530545661565,-0.159369766634476,-0.104712523676554,-0.10426406812995,-0.112531235238795,-0.0483050215960862
155,0,-0.0457126684036177,-0.0295458984699042,-0.122509264694436,-0.199569486271257,-0.213265258015366,-0.257340088315948,-0.181743406862628,-0.160632390194605,-0.0938978244711577,-0.0832034142205471,-0.0878559855291748,-0.0340977086338847
156,0,-0.0740747422179897,-0.0481177832064323,-0.169769040860445,-0.226041936523549,-0.235671298727245,-0.245823436676512,-0.175941703630405,-0.157826983059707,-0.116594609638374,-0.128141219718301,-0.129944096627219,-0.0556841716879697
157,0,-0.0444188476399381,-0.0773094705478276,-0.171280153250836,-0.161457451233817,-0.279158104279643,-0.338053440797812,-0.300331830076364,-0.207287520019288,-0.101234370326372,-0.0329675614588184,-0.0767700001202587,-0.0439590883592738
158,0,-0.0830358080385813,-0.0420497096009158,-0.171755792472024,-0.228786237601344,-0.234129822601216,-0.245980773967257,-0.177586218780524,-0.163944038847074,-0.125811140786141,-0.138535057036186,-0.135352841551673,-0.0676645535410543
159,0,-0.0745768948857108,-0.0447880604678721,-0.152658669522866,-0.224399276161978,-0.20792164753063,-0.230150175072054,-0.156247805833545,-0.154649112390543,-0.125922105692953,-0.149837220033881,-0.138998419661392,-0.0759942069306305
160,0,-0.0281845231578342,-0.0612110367262895,-0.158781351286229,-0.149572413023975,-0.232631792737162,-0.281452787468182,-0.244840150861774,-0.135061207278103,-0.097370677623163,0.00293819698967601,-0.0357040810446021,-0.0245143235249642
161,0,-0.0792412544341072,-0.0423208668830704,-0.131790588436294,-0.217435456658625,-0.189292496174501,-0.2232083121636,-0.145497537724162,-0.150865062443007,-0.126062795886626,-0.149077856079672,-0.137652328740174,-0.0891497755339666
162,0,-0.0928355006676104,-0.0453034658282804,-0.171415975053396,-0.232564126414049,-0.208822908167476,-0.225130982097668,-0.148024441813753,-0.164405523244672,-0.139252095987832,-0.171185893075448,-0.156369172407941,-0.0963805878958928
163,0,-0.0719431765089643,-0.0306290827534873,-0.148911207323296,-0.208891632441847,-0.179710353437862,-0.217636788417085,-0.125606947084108,-0.165010098173155,-0.141811145302438,-0.1650169745464,-0.140644345908547,-0.0850166605394528
164,0,-0.0963826810322915,-0.0304853716140879,-0.201842687980719,-0.230903550251868,-0.216544425441362,-0.228288140933946,-0.140124693990452,-0.192258206215174,-0.145873288392679,-0.18496584016391,-0.162009080748694,-0.0983994660683256
165,0,-0.0182575538983926,-0.0536723060944532,-0.149501425526824,-0.139252543059454,-0.196393061617646,-0.232223138373731,-0.210460332125977,-0.0958825889015373,-0.100128479061496,-0.00834861236304696,-0.036456038694955,-0.0249814050708709
166,0,-0.100160382361414,0.0052502832343515,-0.193936890330061,-0.216003253608861,-0.215985062578599,-0.241070428084889,-0.142889823817213,-0.218411760342394,-0.140818414315021,-0.163304442005205,-0.141997760708972,-0.0953847069587158
167,0,-0.104205807954084,0.00675839295870562,-0.218719774127423,-0.227508774357191,-0.232444348954998,-0.243572639492095,-0.138715951774526,-0.240337159765697,-0.129123691261026,-0.169491048589019,-0.148567032634457,-0.101623175360444
168,0,-0.0145496104708902,-0.0436138821113278,-0.132605196390855,-0.135055224907462,-0.182536511240699,-0.221914669465328,-0.203478744187345,-0.0801825664238214,-0.105851896202292,-0.000530855181776313,-0.0219835056300675,-0.0238610624204522
169,0,-0.102355555369912,0.000250500435558187,-0.233853627540034,-0.235512957262871,-0.250009758380691,-0.252007430110375,-0.156463687056817,-0.250496482060475,-0.117001787435223,-0.175811144548817,-0.15027058731573,-0.0982128056607959
170,0,-0.00986349403548947,-0.0388241160570411,-0.12769697848002,-0.13668929919281,-0.184302871266752,-0.214722995950414,-0.202817441861785,-0.0884319927469074,-0.106492940924911,-0.0331629704557056,-0.0371708723297712,-0.0444777439828253
171,0,-0.0792180704671919,-0.0138241542773969,-0.189897879859782,-0.230331197705993,-0.2356576160017,-0.241015785814245,-0.151252035178905,-0.202285126567765,-0.0700329646871852,-0.134860816962044,-0.127432374544831,-0.0909709664161004
172,0,-0.00917424217402862,-0.0378052543385962,-0.122486239631879,-0.138981567753758,-0.184323326087911,-0.210744510172195,-0.202949008401442,-0.0910302036554141,-0.115284844454274,-0.0450591639337846,-0.0420821263728122,-0.057267999476077
173,0,-0.0794647059690943,-0.0168732136271414,-0.184801860155734,-0.224907305716155,-0.230122071518763,-0.240716178967678,-0.149289887150903,-0.199310432821056,-0.0682918526994623,-0.130283643295361,-0.122300757577159,-0.0932907872991597
174,0,-0.00925049230784747,-0.0386607830244037,-0.116646375934182,-0.142378647113051,-0.185089707291477,-0.207317051111116,-0.203169465835032,-0.0949422726544038,-0.124389328148171,-0.0569826978620969,-0.0477014437319496,-0.0715292711876125
175,0,-0.0876972479644454,-0.0222265287334253,-0.181786330835337,-0.227049662179728,-0.231900207419123,-0.242085338644337,-0.153515943472744,-0.19599022151975,-0.077133622740132,-0.132411278022112,-0.123025078441955,-0.103765113379825
176,0,-0.010197814285276,-0.041449122098095,-0.110207008032862,-0.146751967648102,-0.186518447589862,-0.204385713733504,-0.20338689922679,-0.100133908602634,-0.133698140908231,-0.068778194785041,-0.0540145091337451,-0.0871171762635297
177,0,-0.0934224359214582,-0.0277689404602229,-0.178064603913426,-0.223513328524508,-0.233995938116806,-0.243634996026567,-0.159219083518569,-0.190714997171552,-0.0884036909839804,-0.127125189533251,-0.116007153037282,-0.109867259497212
178,0,-0.00830636088695258,-0.0350439805768641,-0.0973269930776153,-0.146263556249437,-0.170610294074393,-0.209965174730207,-0.192696435382724,-0.0925791946025916,-0.14357864684188,-0.0410580784703175,-0.0317512196192916,-0.0643458771718498
179,0,-0.0980851798970751,-0.0389496332119772,-0.155999559885483,-0.224462558075775,-0.231281932812352,-0.234959854835467,-0.16585117123533,-0.167679049848405,-0.0951946767287845,-0.121993874912708,-0.112107585143757,-0.130158127556297
180,0,-0.0174790631537965,-0.0423110556781274,-0.0956735330760845,-0.15620998027287,-0.17491281081955,-0.210647572924352,-0.192032102509261,-0.104537436924961,-0.153720193739678,-0.0587693843898032,-0.0449560622694561,-0.0832327716011694
181,0,-0.0880404097934626,-0.053619297367793,-0.1530470609648,-0.220883172222407,-0.221007428889653,-0.226485821048069,-0.192121491701264,-0.166002628008678,-0.112634831088611,-0.15853337887512,-0.133333314605822,-0.141963279830998
182,0,-0.0268402081677063,-0.051641618282258,-0.0938213456262534,-0.165290977963994,-0.176121316802492,-0.211190283551387,-0.186838214316762,-0.114015425160889,-0.156931749216119,-0.0765165311258057,-0.0574902571021761,-0.10014074610422
183,0,-0.0919692689569122,-0.0604480509053618,-0.149201331152245,-0.216854517708389,-0.219873247152499,-0.221754477590026,-0.193479962478889,-0.164945533700867,-0.126191323894125,-0.15544011043234,-0.126134617988217,-0.153244467062996
184,0,-0.0371676213984263,-0.0525712595552998,-0.0931605904457327,-0.171740884314322,-0.162864894114245,-0.223326517093411,-0.170981067830233,-0.116485608936313,-0.160452912579722,-0.0630485216202644,-0.0477146137106146,-0.0808802992657696
185,0,-0.097898757136109,-0.0711454444286044,-0.137600355584892,-0.217383698506874,-0.222226831061204,-0.220335550649314,-0.197384995700988,-0.169197617790766,-0.135590792988821,-0.155336623914106,-0.128047845091648,-0.170916759021092
186,0,-0.079164451345519,-0.088413073651217,-0.114772110889416,-0.197521420069794,-0.189600207771483,-0.235721684873138,-0.158176320216968,-0.13360322263127,-0.153567787100542,-0.0745439642399387,-0.0616946220617002,-0.109305534251196
187,0,-0.113686934803688,-0.0771067077438498,-0.14458862980407,-0.21066688401792,-0.236681129871313,-0.232063556009242,-0.182041049388054,-0.190107454061905,-0.141724312650789,-0.109353406478744,-0.0940735649349339,-0.16288546456686
188,0,-0.12342848133904,-0.109650403878511,-0.142192723879953,-0.203479460527398,-0.216473173852246,-0.262586542741916,-0.143601020587339,-0.162012658993677,-0.141895178665197,-0.04034299816883,-0.0388052115662795,-0.106574101067043
189,0,-0.154021408724004,-0.118036311836386,-0.16554454309272,-0.20344954750719,-0.237852731415237,-0.276559659177658,-0.133151623840797,-0.186798387431408,-0.133588075502172,-0.0140349495387742,-0.019689107586635,-0.105221635920318
